attraction,time,availablebicycles,availabledock,replication,
Bicycle A,21,79,1,1,
Bicycle D,30,79,1,1,
Dock B,30,79,1,1,
Dock B,30,80,0,1,
Dock A,33,80,0,1,
Dock B,34,79,1,1,
Bicycle C,34,79,1,1,
Dock C,36,80,0,1,
Bicycle A,38,79,1,1,
Dock B,41,78,2,1,
Dock B,42,79,1,1,
Dock D,46,80,0,1,
Bicycle A,48,78,2,1,
Dock B,49,78,2,1,
Dock B,55,79,1,1,
Bicycle C,55,79,1,1,
Dock C,55,80,0,1,
Dock B,55,78,2,1,
Dock B,58,77,3,1,
Dock B,67,76,4,1,
Bicycle A,69,77,3,1,
Bicycle C,69,79,1,1,
Dock C,69,80,0,1,
Bicycle D,69,79,1,1,
Dock D,69,80,0,1,
Dock B,72,75,5,1,
Bicycle A,72,76,4,1,
Dock A,72,77,3,1,
Dock B,73,74,6,1,
Bicycle D,73,79,1,1,
Dock B,76,75,5,1,
Dock D,76,80,0,1,
Dock A,77,78,2,1,
Bicycle C,77,79,1,1,
Dock C,77,80,0,1,
Bicycle C,78,79,1,1,
Dock C,78,80,0,1,
Dock B,78,76,4,1,
Dock B,81,75,5,1,
Bicycle C,82,79,1,1,
Dock C,82,80,0,1,
Bicycle C,86,79,1,1,
Dock C,86,80,0,1,
Bicycle D,89,79,1,1,
Dock D,89,80,0,1,
Bicycle A,91,77,3,1,
Dock A,92,78,2,1,
Bicycle D,96,79,1,1,
Dock D,96,80,0,1,
Dock B,97,76,4,1,
Dock A,98,79,1,1,
Dock B,98,75,5,1,
Bicycle A,102,78,2,1,
Bicycle D,103,79,1,1,
Dock D,103,80,0,1,
Dock A,105,79,1,1,
Bicycle C,105,79,1,1,
Dock C,105,80,0,1,
Dock B,108,74,6,1,
Bicycle D,109,79,1,1,
Dock D,109,80,0,1,
Dock B,110,73,7,1,
Dock B,110,74,6,1,
Dock A,112,80,0,1,
Dock B,116,73,7,1,
Dock B,118,72,8,1,
Bicycle A,122,79,1,1,
Bicycle C,122,79,1,1,
Dock C,122,80,0,1,
Bicycle D,127,79,1,1,
Dock D,127,80,0,1,
Bicycle D,128,79,1,1,
Dock B,128,73,7,1,
Bicycle A,129,78,2,1,
Dock A,130,79,1,1,
Bicycle C,130,79,1,1,
Dock C,130,80,0,1,
Dock A,131,80,0,1,
Dock D,131,80,0,1,
Dock B,133,74,6,1,
Bicycle D,136,79,1,1,
Bicycle C,136,79,1,1,
Dock C,136,80,0,1,
Bicycle C,136,79,1,1,
Dock C,136,80,0,1,
Bicycle A,136,79,1,1,
Bicycle C,136,79,1,1,
Dock C,136,80,0,1,
Dock D,138,80,0,1,
Dock B,138,73,7,1,
Bicycle C,138,79,1,1,
Dock C,138,80,0,1,
Bicycle A,138,78,2,1,
Dock A,139,79,1,1,
Dock B,141,74,6,1,
Bicycle D,143,79,1,1,
Dock D,143,80,0,1,
Bicycle A,143,78,2,1,
Dock B,145,75,5,1,
Bicycle A,145,77,3,1,
Dock A,146,78,2,1,
Bicycle D,147,79,1,1,
Dock D,147,80,0,1,
Dock B,150,76,4,1,
Dock A,150,79,1,1,
Dock B,150,77,3,1,
Bicycle D,151,79,1,1,
Dock D,151,80,0,1,
Dock A,154,80,0,1,
Bicycle A,156,79,1,1,
Bicycle A,156,78,2,1,
Bicycle A,156,77,3,1,
Bicycle C,157,79,1,1,
Dock C,157,80,0,1,
Bicycle C,159,79,1,1,
Dock C,159,80,0,1,
Dock B,160,76,4,1,
Dock B,161,75,5,1,
Dock B,161,76,4,1,
Dock B,162,77,3,1,
Dock B,162,78,2,1,
Bicycle D,163,79,1,1,
Dock D,163,80,0,1,
Bicycle C,164,79,1,1,
Dock B,164,77,3,1,
Dock A,166,78,2,1,
Bicycle A,166,77,3,1,
Bicycle D,166,79,1,1,
Dock D,166,80,0,1,
Dock C,168,80,0,1,
Dock B,168,76,4,1,
Dock A,170,78,2,1,
Bicycle A,171,77,3,1,
Bicycle C,172,79,1,1,
Dock C,172,80,0,1,
Dock B,172,77,3,1,
Dock B,172,76,4,1,
Bicycle D,173,79,1,1,
Dock D,173,80,0,1,
Bicycle D,174,79,1,1,
Dock D,174,80,0,1,
Bicycle C,175,79,1,1,
Dock C,175,80,0,1,
Bicycle A,176,76,4,1,
Dock B,177,77,3,1,
Dock A,177,77,3,1,
Dock A,177,78,2,1,
Dock B,182,78,2,1,
Bicycle A,182,77,3,1,
Dock B,184,77,3,1,
Dock B,188,78,2,1,
Dock B,190,77,3,1,
Bicycle C,190,79,1,1,
Dock C,190,80,0,1,
Bicycle C,190,79,1,1,
Dock C,190,80,0,1,
Dock B,190,76,4,1,
Dock B,190,75,5,1,
Bicycle A,191,76,4,1,
Bicycle C,191,79,1,1,
Dock B,191,74,6,1,
Dock C,193,80,0,1,
Dock B,196,75,5,1,
Bicycle D,198,79,1,1,
Dock D,198,80,0,1,
Dock A,201,77,3,1,
Dock B,202,74,6,1,
Bicycle A,204,76,4,1,
Bicycle A,204,75,5,1,
Bicycle D,204,79,1,1,
Dock D,204,80,0,1,
Bicycle D,206,79,1,1,
Dock D,206,80,0,1,
Dock A,207,76,4,1,
Dock B,208,75,5,1,
Bicycle A,209,75,5,1,
Dock A,210,76,4,1,
Dock B,210,76,4,1,
Bicycle C,212,79,1,1,
Dock C,212,80,0,1,
Dock B,213,75,5,1,
Bicycle A,214,75,5,1,
Dock B,214,74,6,1,
Dock B,215,75,5,1,
Bicycle A,218,74,6,1,
Dock B,222,76,4,1,
Bicycle A,225,73,7,1,
Dock B,225,75,5,1,
Bicycle A,226,72,8,1,
Dock B,226,76,4,1,
Dock B,229,75,5,1,
Bicycle C,229,79,1,1,
Dock C,229,80,0,1,
Dock B,230,76,4,1,
Bicycle D,231,79,1,1,
Dock D,231,80,0,1,
Dock B,232,77,3,1,
Dock B,233,76,4,1,
Bicycle D,233,79,1,1,
Dock D,233,80,0,1,
Dock A,234,73,7,1,
Bicycle A,236,72,8,1,
Bicycle C,236,79,1,1,
Dock C,236,80,0,1,
Dock A,236,73,7,1,
Bicycle D,237,79,1,1,
Dock D,237,80,0,1,
Dock B,237,75,5,1,
Dock B,238,74,6,1,
Bicycle C,239,79,1,1,
Dock C,239,80,0,1,
Dock A,240,74,6,1,
Dock B,242,75,5,1,
Bicycle D,242,79,1,1,
Dock D,242,80,0,1,
Bicycle C,243,79,1,1,
Dock C,243,80,0,1,
Bicycle A,244,73,7,1,
Bicycle C,244,79,1,1,
Dock C,244,80,0,1,
Dock A,245,74,6,1,
Bicycle A,247,73,7,1,
Dock B,248,76,4,1,
Bicycle D,249,79,1,1,
Dock D,249,80,0,1,
Bicycle A,250,72,8,1,
Dock A,252,73,7,1,
Bicycle A,252,72,8,1,
Dock B,253,77,3,1,
Dock B,254,78,2,1,
Dock B,257,77,3,1,
Bicycle A,259,71,9,1,
Dock B,259,78,2,1,
Dock B,260,77,3,1,
Bicycle C,261,79,1,1,
Dock C,261,80,0,1,
Bicycle D,264,79,1,1,
Dock D,264,80,0,1,
Dock B,265,78,2,1,
Bicycle C,267,79,1,1,
Dock C,267,80,0,1,
Bicycle A,268,70,10,1,
Dock A,269,71,9,1,
Bicycle D,270,79,1,1,
Dock D,270,80,0,1,
Bicycle D,273,79,1,1,
Dock D,273,80,0,1,
Dock A,274,72,8,1,
Dock B,274,77,3,1,
Dock B,274,78,2,1,
Dock B,275,77,3,1,
Dock B,275,76,4,1,
Dock B,277,75,5,1,
Dock A,277,73,7,1,
Bicycle A,277,72,8,1,
Bicycle D,278,79,1,1,
Dock D,278,80,0,1,
Bicycle C,278,79,1,1,
Dock C,278,80,0,1,
Bicycle D,278,79,1,1,
Dock D,278,80,0,1,
Dock A,280,73,7,1,
Dock B,281,74,6,1,
Dock B,282,73,7,1,
Dock B,282,72,8,1,
Bicycle C,282,79,1,1,
Dock C,282,80,0,1,
Bicycle C,282,79,1,1,
Dock C,282,80,0,1,
Bicycle D,282,79,1,1,
Dock A,282,74,6,1,
Dock B,283,71,9,1,
Bicycle D,283,78,2,1,
Dock B,284,72,8,1,
Dock D,285,79,1,1,
Dock A,285,75,5,1,
Bicycle D,285,78,2,1,
Bicycle D,287,77,3,1,
Dock B,287,71,9,1,
Dock A,288,76,4,1,
Bicycle C,288,79,1,1,
Dock C,288,80,0,1,
Dock A,288,77,3,1,
Dock A,289,78,2,1,
Dock D,291,78,2,1,
Bicycle A,291,77,3,1,
Dock B,292,70,10,1,
Dock D,293,79,1,1,
Bicycle D,295,78,2,1,
Bicycle D,296,77,3,1,
Bicycle A,297,76,4,1,
Bicycle C,297,79,1,1,
Dock C,297,80,0,1,
Bicycle C,298,79,1,1,
Dock C,298,80,0,1,
Dock A,298,77,3,1,
Dock B,299,69,11,1,
Dock D,299,78,2,1,
Dock A,299,78,2,1,
Dock B,300,70,10,1,
Bicycle D,300,77,3,1,
Dock B,302,71,9,1,
Dock A,304,79,1,1,
Bicycle A,304,78,2,1,
Bicycle D,305,76,4,1,
Bicycle D,306,75,5,1,
Dock D,307,76,4,1,
Bicycle C,307,79,1,1,
Dock C,307,80,0,1,
Dock B,307,70,10,1,
Dock A,307,79,1,1,
Dock D,308,77,3,1,
Bicycle D,309,76,4,1,
Dock A,309,80,0,1,
Bicycle D,310,75,5,1,
Bicycle C,311,79,1,1,
Dock C,311,80,0,1,
Dock B,311,69,11,1,
Dock B,312,70,10,1,
Bicycle A,313,79,1,1,
Dock A,313,80,0,1,
Bicycle C,313,79,1,1,
Dock C,313,80,0,1,
Bicycle A,314,79,1,1,
Dock A,314,80,0,1,
Dock D,317,76,4,1,
Dock D,318,77,3,1,
Bicycle C,319,79,1,1,
Dock C,319,80,0,1,
Dock B,320,71,9,1,
Dock D,320,78,2,1,
Bicycle A,321,79,1,1,
Bicycle D,322,77,3,1,
Dock B,322,72,8,1,
Bicycle C,322,79,1,1,
Dock C,322,80,0,1,
Bicycle D,323,76,4,1,
Dock A,324,80,0,1,
Bicycle D,325,75,5,1,
Dock D,326,76,4,1,
Bicycle C,327,79,1,1,
Dock C,327,80,0,1,
Bicycle D,328,75,5,1,
Bicycle C,329,79,1,1,
Dock C,329,80,0,1,
Dock B,330,73,7,1,
Bicycle A,331,79,1,1,
Dock A,331,80,0,1,
Bicycle C,331,79,1,1,
Dock C,331,80,0,1,
Dock D,331,76,4,1,
Bicycle A,333,79,1,1,
Dock A,333,80,0,1,
Bicycle D,335,75,5,1,
Bicycle C,335,79,1,1,
Dock C,335,80,0,1,
Bicycle C,336,79,1,1,
Dock C,336,80,0,1,
Dock B,337,74,6,1,
Dock D,338,76,4,1,
Dock B,338,75,5,1,
Dock D,339,77,3,1,
Dock D,339,78,2,1,
Bicycle C,340,79,1,1,
Dock C,340,80,0,1,
Bicycle C,341,79,1,1,
Dock C,341,80,0,1,
Bicycle A,343,79,1,1,
Dock A,343,80,0,1,
Dock D,343,79,1,1,
Dock D,343,80,0,1,
Bicycle A,344,79,1,1,
Dock A,344,80,0,1,
Bicycle C,345,79,1,1,
Dock C,345,80,0,1,
Bicycle A,346,79,1,1,
Bicycle A,348,78,2,1,
Dock B,348,76,4,1,
Bicycle A,349,77,3,1,
Dock B,349,77,3,1,
Dock B,350,76,4,1,
Dock B,351,77,3,1,
Bicycle D,352,79,1,1,
Dock D,352,80,0,1,
Dock B,352,78,2,1,
Dock B,354,77,3,1,
Bicycle A,354,76,4,1,
Dock A,354,77,3,1,
Dock B,356,78,2,1,
Bicycle C,357,79,1,1,
Bicycle A,357,76,4,1,
Bicycle D,358,79,1,1,
Dock D,358,80,0,1,
Dock B,359,79,1,1,
Bicycle D,359,79,1,1,
Dock D,359,80,0,1,
Dock C,360,80,0,1,
Bicycle A,360,75,5,1,
Bicycle D,361,79,1,1,
Dock A,361,76,4,1,
Dock B,361,78,2,1,
Dock A,362,77,3,1,
Dock A,364,78,2,1,
Dock B,364,79,1,1,
Dock D,365,80,0,1,
Dock B,366,80,0,1,
Bicycle D,366,79,1,1,
Bicycle D,368,78,2,1,
Bicycle A,369,77,3,1,
Dock A,370,78,2,1,
Bicycle C,370,79,1,1,
Dock C,370,80,0,1,
Bicycle D,372,77,3,1,
Dock A,372,79,1,1,
Bicycle A,372,78,2,1,
Bicycle D,373,76,4,1,
Bicycle C,374,79,1,1,
Dock C,374,80,0,1,
Dock A,374,79,1,1,
Dock B,375,79,1,1,
Dock A,376,80,0,1,
Dock B,376,80,0,1,
Bicycle A,377,79,1,1,
Bicycle D,379,75,5,1,
Dock B,381,79,1,1,
Dock B,381,80,0,1,
Dock A,382,80,0,1,
Dock D,382,76,4,1,
Bicycle C,383,79,1,1,
Dock C,383,80,0,1,
Dock B,385,79,1,1,
Dock B,385,80,0,1,
Dock D,386,77,3,1,
Bicycle A,387,79,1,1,
Bicycle D,387,76,4,1,
Dock A,390,80,0,1,
Dock D,391,77,3,1,
Dock B,391,79,1,1,
Dock B,392,80,0,1,
Bicycle D,395,76,4,1,
Bicycle A,396,79,1,1,
Dock B,397,79,1,1,
Bicycle C,398,79,1,1,
Dock C,398,80,0,1,
Dock A,399,80,0,1,
Dock B,400,78,2,1,
Dock B,400,79,1,1,
Bicycle A,401,79,1,1,
Bicycle D,405,75,5,1,
Dock B,408,80,0,1,
Bicycle D,408,74,6,1,
Dock D,409,75,5,1,
Dock A,411,80,0,1,
Dock B,411,79,1,1,
Bicycle D,415,74,6,1,
Bicycle A,419,79,1,1,
Dock A,419,80,0,1,
Dock B,419,78,2,1,
Bicycle D,421,73,7,1,
Bicycle C,423,79,1,1,
Dock C,423,80,0,1,
Bicycle C,423,79,1,1,
Dock C,423,80,0,1,
Bicycle C,423,79,1,1,
Dock C,423,80,0,1,
Bicycle D,424,72,8,1,
Dock B,425,79,1,1,
Dock D,430,73,7,1,
Dock D,431,74,6,1,
Bicycle D,431,73,7,1,
Dock D,433,74,6,1,
Bicycle A,436,79,1,1,
Dock A,436,80,0,1,
Bicycle A,438,79,1,1,
Dock A,438,80,0,1,
Bicycle A,440,79,1,1,
Dock A,440,80,0,1,
Bicycle D,441,73,7,1,
Dock B,442,80,0,1,
Bicycle D,454,72,8,1,
Bicycle A,454,79,1,1,
Dock A,454,80,0,1,
Bicycle C,455,79,1,1,
Dock C,455,80,0,1,
Bicycle A,458,79,1,1,
Dock A,458,80,0,1,
Bicycle A,459,79,1,1,
Dock A,459,80,0,1,
Bicycle A,460,79,1,1,
Dock D,462,73,7,1,
Bicycle D,463,72,8,1,
Bicycle A,465,78,2,1,
Dock A,465,79,1,1,
Bicycle C,466,79,1,1,
Dock C,466,80,0,1,
Bicycle A,466,78,2,1,
Bicycle D,467,71,9,1,
Bicycle D,467,70,10,1,
Dock A,469,79,1,1,
Dock A,470,80,0,1,
Dock D,472,71,9,1,
Bicycle C,473,79,1,1,
Dock C,473,80,0,1,
Dock B,475,79,1,1,
Dock B,475,80,0,1,
Dock D,482,72,8,1,
Bicycle D,488,71,9,1,
Bicycle D,488,70,10,1,
Dock B,489,79,1,1,
Dock B,489,80,0,1,
Bicycle D,490,69,11,1,
Bicycle A,491,79,1,1,
Bicycle A,491,78,2,1,
Dock A,492,79,1,1,
Dock A,492,80,0,1,
Bicycle C,493,79,1,1,
Dock C,493,80,0,1,
Bicycle A,494,79,1,1,
Dock A,494,80,0,1,
Dock B,494,79,1,1,
Dock B,494,80,0,1,
Bicycle A,494,79,1,1,
Dock B,494,79,1,1,
Dock B,494,80,0,1,
Bicycle D,495,68,12,1,
Bicycle A,498,78,2,1,
Dock A,498,79,1,1,
Bicycle D,502,67,13,1,
Bicycle A,502,78,2,1,
Dock B,504,79,1,1,
Dock B,504,80,0,1,
Bicycle C,505,79,1,1,
Dock C,505,80,0,1,
Dock A,505,79,1,1,
Dock B,506,79,1,1,
Dock B,506,80,0,1,
Dock D,507,68,12,1,
Bicycle A,509,78,2,1,
Dock B,509,79,1,1,
Dock B,509,80,0,1,
Bicycle D,511,67,13,1,
Dock D,512,68,12,1,
Dock B,513,79,1,1,
Dock B,513,80,0,1,
Bicycle A,514,77,3,1,
Dock A,514,78,2,1,
Bicycle A,515,77,3,1,
Bicycle C,515,79,1,1,
Dock C,515,80,0,1,
Bicycle D,517,67,13,1,
Bicycle C,518,79,1,1,
Dock C,518,80,0,1,
Bicycle D,520,66,14,1,
Dock A,521,78,2,1,
Dock B,521,79,1,1,
Dock B,521,80,0,1,
Dock D,522,67,13,1,
Bicycle C,522,79,1,1,
Dock C,522,80,0,1,
Dock A,525,79,1,1,
Bicycle D,526,66,14,1,
Bicycle C,526,79,1,1,
Dock C,526,80,0,1,
Bicycle A,527,78,2,1,
Dock D,528,67,13,1,
Bicycle C,528,79,1,1,
Dock C,528,80,0,1,
Bicycle A,528,77,3,1,
Dock A,528,78,2,1,
Bicycle D,529,66,14,1,
Dock D,529,67,13,1,
Bicycle D,531,66,14,1,
Dock B,532,79,1,1,
Dock B,532,80,0,1,
Dock A,533,79,1,1,
Dock A,534,80,0,1,
Bicycle D,534,65,15,1,
Dock B,535,79,1,1,
Dock B,535,80,0,1,
Bicycle A,535,79,1,1,
Dock D,535,66,14,1,
Bicycle A,537,78,2,1,
Dock D,538,67,13,1,
Dock A,539,79,1,1,
Bicycle A,540,78,2,1,
Bicycle A,541,77,3,1,
Dock B,541,79,1,1,
Dock B,541,80,0,1,
Bicycle C,541,79,1,1,
Dock C,541,80,0,1,
Bicycle C,542,79,1,1,
Dock C,542,80,0,1,
Bicycle A,542,76,4,1,
Bicycle C,544,79,1,1,
Dock C,544,80,0,1,
Bicycle C,544,79,1,1,
Dock B,545,79,1,1,
Dock B,545,80,0,1,
Dock C,548,80,0,1,
Bicycle D,548,66,14,1,
Dock D,548,67,13,1,
Bicycle C,550,79,1,1,
Dock C,550,80,0,1,
Bicycle A,550,75,5,1,
Bicycle C,550,79,1,1,
Dock A,551,76,4,1,
Dock D,551,68,12,1,
Dock C,551,80,0,1,
Bicycle C,553,79,1,1,
Dock D,553,69,11,1,
Dock D,554,70,10,1,
Bicycle A,554,75,5,1,
Dock D,558,71,9,1,
Bicycle A,559,74,6,1,
Bicycle C,560,78,2,1,
Bicycle A,560,73,7,1,
Bicycle D,561,70,10,1,
Dock D,562,71,9,1,
Bicycle C,562,77,3,1,
Dock D,562,72,8,1,
Dock B,563,79,1,1,
Dock B,563,80,0,1,
Dock A,564,74,6,1,
Dock B,566,79,1,1,
Dock B,566,80,0,1,
Bicycle C,566,76,4,1,
Bicycle A,567,73,7,1,
Bicycle D,567,71,9,1,
Dock D,568,72,8,1,
Bicycle A,568,72,8,1,
Dock A,570,73,7,1,
Bicycle D,570,71,9,1,
Dock C,570,77,3,1,
Bicycle A,571,72,8,1,
Dock C,571,78,2,1,
Dock A,573,73,7,1,
Bicycle D,574,70,10,1,
Dock B,574,79,1,1,
Dock B,574,80,0,1,
Dock D,575,71,9,1,
Dock D,575,72,8,1,
Bicycle D,575,71,9,1,
Dock A,576,74,6,1,
Dock A,577,75,5,1,
Dock B,578,79,1,1,
Dock B,578,80,0,1,
Bicycle D,579,70,10,1,
Bicycle D,579,69,11,1,
Bicycle C,580,77,3,1,
Dock C,581,78,2,1,
Dock A,582,76,4,1,
Bicycle A,582,75,5,1,
Dock A,582,76,4,1,
Bicycle D,584,68,12,1,
Bicycle D,584,67,13,1,
Dock A,586,77,3,1,
Dock A,587,78,2,1,
Bicycle D,588,66,14,1,
Bicycle C,588,77,3,1,
Bicycle D,588,65,15,1,
Dock A,591,79,1,1,
Dock A,591,80,0,1,
Dock C,592,78,2,1,
Dock B,592,79,1,1,
Dock B,592,80,0,1,
Dock D,592,66,14,1,
Bicycle C,595,77,3,1,
Dock B,596,79,1,1,
Dock B,596,80,0,1,
Dock C,599,78,2,1,
Bicycle D,599,65,15,1,
Dock B,599,79,1,1,
Dock B,599,80,0,1,
Dock B,599,79,1,1,
Dock B,599,80,0,1,
Bicycle A,599,79,1,1,
Dock D,601,66,14,1,
Dock B,602,79,1,1,
Dock B,602,80,0,1,
Bicycle D,602,65,15,1,
Dock D,602,66,14,1,
Dock A,602,80,0,1,
Dock C,603,79,1,1,
Bicycle C,605,78,2,1,
Dock B,605,79,1,1,
Dock B,605,80,0,1,
Dock C,606,79,1,1,
Dock B,607,79,1,1,
Dock B,607,80,0,1,
Bicycle C,608,78,2,1,
Dock C,608,79,1,1,
Bicycle A,609,79,1,1,
Dock A,609,80,0,1,
Bicycle D,610,65,15,1,
Dock C,611,80,0,1,
Dock B,612,79,1,1,
Dock B,612,80,0,1,
Dock D,614,66,14,1,
Bicycle D,615,65,15,1,
Bicycle A,615,79,1,1,
Dock A,615,80,0,1,
Bicycle A,616,79,1,1,
Dock D,616,66,14,1,
Bicycle A,616,78,2,1,
Bicycle A,617,77,3,1,
Bicycle A,618,76,4,1,
Dock A,618,77,3,1,
Bicycle D,619,65,15,1,
Bicycle A,623,76,4,1,
Dock A,623,77,3,1,
Dock B,626,79,1,1,
Dock B,626,80,0,1,
Dock B,627,79,1,1,
Dock B,627,80,0,1,
Dock B,629,79,1,1,
Dock B,629,80,0,1,
Bicycle C,631,79,1,1,
Dock C,631,80,0,1,
Bicycle C,632,79,1,1,
Dock C,632,80,0,1,
Dock B,632,79,1,1,
Dock B,632,80,0,1,
Bicycle A,632,76,4,1,
Bicycle A,633,75,5,1,
Bicycle C,634,79,1,1,
Dock C,634,80,0,1,
Bicycle D,638,64,16,1,
Dock D,638,65,15,1,
Dock B,639,79,1,1,
Dock B,639,80,0,1,
Dock D,640,66,14,1,
Bicycle D,640,65,15,1,
Dock A,640,76,4,1,
Dock D,642,66,14,1,
Dock A,643,77,3,1,
Dock B,644,79,1,1,
Dock B,644,80,0,1,
Dock B,645,79,1,1,
Dock B,645,80,0,1,
Bicycle D,646,65,15,1,
Dock A,648,78,2,1,
Bicycle C,651,79,1,1,
Dock C,651,80,0,1,
Bicycle C,658,79,1,1,
Dock C,658,80,0,1,
Dock D,659,66,14,1,
Bicycle D,660,65,15,1,
Dock B,660,79,1,1,
Dock B,660,80,0,1,
Dock A,662,79,1,1,
Dock B,664,79,1,1,
Dock B,664,80,0,1,
Dock B,664,79,1,1,
Dock B,664,80,0,1,
Bicycle A,664,78,2,1,
Dock D,666,66,14,1,
Bicycle D,666,65,15,1,
Bicycle A,666,77,3,1,
Dock B,669,79,1,1,
Dock B,669,80,0,1,
Dock A,669,78,2,1,
Dock B,673,79,1,1,
Dock B,673,80,0,1,
Dock B,681,79,1,1,
Dock B,681,80,0,1,
Bicycle A,683,77,3,1,
Dock B,683,79,1,1,
Dock B,683,80,0,1,
Bicycle C,683,79,1,1,
Dock C,683,80,0,1,
Bicycle D,683,64,16,1,
Bicycle A,685,76,4,1,
Bicycle D,686,63,17,1,
Dock A,686,77,3,1,
Dock B,686,79,1,1,
Dock B,686,80,0,1,
Bicycle D,688,62,18,1,
Dock A,688,78,2,1,
Bicycle C,689,79,1,1,
Dock C,689,80,0,1,
Dock B,689,79,1,1,
Dock B,689,80,0,1,
Dock A,690,79,1,1,
Dock D,691,63,17,1,
Bicycle C,691,79,1,1,
Dock C,691,80,0,1,
Dock B,692,79,1,1,
Dock B,692,80,0,1,
Bicycle A,693,78,2,1,
Bicycle A,694,77,3,1,
Bicycle A,694,76,4,1,
Dock B,697,79,1,1,
Dock B,697,80,0,1,
Dock B,699,79,1,1,
Dock B,699,80,0,1,
Dock D,700,64,16,1,
Dock D,701,65,15,1,
Bicycle D,705,64,16,1,
Dock A,707,77,3,1,
Bicycle A,707,76,4,1,
Dock B,711,79,1,1,
Dock B,711,80,0,1,
Bicycle C,714,79,1,1,
Dock C,714,80,0,1,
Bicycle D,716,63,17,1,
Dock A,720,77,3,1,
Dock B,721,79,1,1,
Dock B,721,80,0,1,
Bicycle A,722,76,4,1,
Bicycle C,723,79,1,1,
Dock C,723,80,0,1,
Dock D,724,64,16,1,
Bicycle D,725,63,17,1,
Dock B,725,79,1,1,
Dock B,725,80,0,1,
Dock B,726,79,1,1,
Dock B,726,80,0,1,
Dock A,727,77,3,1,
Bicycle A,728,76,4,1,
Bicycle C,730,79,1,1,
Dock C,730,80,0,1,
Dock B,731,79,1,1,
Dock B,731,80,0,1,
Bicycle A,736,75,5,1,
Dock D,736,64,16,1,
Dock D,736,65,15,1,
Bicycle A,736,74,6,1,
Bicycle A,738,73,7,1,
Dock B,743,79,1,1,
Dock B,743,80,0,1,
Bicycle D,746,64,16,1,
Bicycle C,747,79,1,1,
Dock C,747,80,0,1,
Dock B,747,79,1,1,
Dock B,747,80,0,1,
Bicycle D,747,63,17,1,
Bicycle D,748,62,18,1,
Bicycle C,748,79,1,1,
Dock C,748,80,0,1,
Dock A,748,74,6,1,
Dock A,750,75,5,1,
Bicycle A,751,74,6,1,
Bicycle C,751,79,1,1,
Dock C,751,80,0,1,
Dock B,751,79,1,1,
Dock B,751,80,0,1,
Dock A,752,75,5,1,
Dock B,755,79,1,1,
Dock B,755,80,0,1,
Bicycle D,755,61,19,1,
Dock B,756,79,1,1,
Dock B,756,80,0,1,
Dock D,756,62,18,1,
Bicycle D,757,61,19,1,
Dock B,757,79,1,1,
Dock B,757,80,0,1,
Dock B,757,79,1,1,
Dock B,757,80,0,1,
Dock A,758,76,4,1,
Bicycle D,760,60,20,1,
Bicycle C,760,79,1,1,
Dock C,760,80,0,1,
Dock A,760,77,3,1,
Dock B,760,79,1,1,
Dock D,761,61,19,1,
Dock D,761,62,18,1,
Bicycle C,762,79,1,1,
Dock C,762,80,0,1,
Dock A,762,78,2,1,
Bicycle D,766,61,19,1,
Dock B,770,78,2,1,
Bicycle C,771,79,1,1,
Dock C,771,80,0,1,
Dock A,771,79,1,1,
Bicycle C,771,79,1,1,
Dock C,771,80,0,1,
Dock D,771,62,18,1,
Dock D,771,63,17,1,
Bicycle A,772,78,2,1,
Bicycle D,772,62,18,1,
Bicycle D,772,61,19,1,
Bicycle D,773,60,20,1,
Dock B,773,77,3,1,
Bicycle C,774,79,1,1,
Dock C,774,80,0,1,
Dock B,775,76,4,1,
Dock A,775,79,1,1,
Dock A,776,80,0,1,
Bicycle A,776,79,1,1,
Bicycle C,776,79,1,1,
Dock C,776,80,0,1,
Dock A,777,80,0,1,
Bicycle A,777,79,1,1,
Dock B,777,77,3,1,
Dock B,778,76,4,1,
Bicycle C,778,79,1,1,
Dock C,778,80,0,1,
Bicycle D,778,59,21,1,
Dock D,780,60,20,1,
Bicycle D,780,59,21,1,
Bicycle D,780,58,22,1,
Dock D,781,59,21,1,
Dock B,782,75,5,1,
Dock A,782,80,0,1,
Dock B,782,76,4,1,
Dock D,783,60,20,1,
Dock B,784,77,3,1,
Dock D,784,61,19,1,
Dock B,784,76,4,1,
Bicycle D,786,60,20,1,
Bicycle A,787,79,1,1,
Dock A,787,80,0,1,
Dock D,788,61,19,1,
Bicycle A,789,79,1,1,
Dock A,789,80,0,1,
Bicycle A,790,79,1,1,
Bicycle A,790,78,2,1,
Dock A,791,79,1,1,
Bicycle D,794,60,20,1,
Dock B,795,77,3,1,
Dock B,796,78,2,1,
Dock B,796,79,1,1,
Dock B,796,80,0,1,
Dock A,797,80,0,1,
Bicycle A,798,79,1,1,
Bicycle D,802,59,21,1,
Dock A,804,80,0,1,
Dock B,804,79,1,1,
Dock B,804,80,0,1,
Bicycle A,804,79,1,1,
Bicycle C,806,79,1,1,
Dock C,806,80,0,1,
Bicycle D,807,58,22,1,
Bicycle C,808,79,1,1,
Dock C,808,80,0,1,
Bicycle D,809,57,23,1,
Bicycle D,809,56,24,1,
Dock B,811,79,1,1,
Dock B,811,80,0,1,
Bicycle D,811,55,25,1,
Bicycle C,811,79,1,1,
Dock C,811,80,0,1,
Dock A,811,80,0,1,
Bicycle A,813,79,1,1,
Dock A,813,80,0,1,
Bicycle D,813,54,26,1,
