attraction,time,availablebicycles,availabledock,replication,
Dock D,1149,80,0,29,
Bicycle D,1150,79,1,29,
Dock D,1150,80,0,29,
Dock B,1150,52,28,29,
Dock B,1153,53,27,29,
Bicycle D,1154,79,1,29,
Dock D,1154,80,0,29,
Dock C,1155,61,19,29,
Bicycle A,1155,79,1,29,
Dock A,1155,80,0,29,
Dock C,1156,62,18,29,
Bicycle D,1157,79,1,29,
Dock D,1157,80,0,29,
Bicycle C,1158,61,19,29,
Bicycle A,1158,79,1,29,
Dock A,1158,80,0,29,
Bicycle C,1159,60,20,29,
Dock B,1162,52,28,29,
Dock B,1162,53,27,29,
Bicycle A,1163,79,1,29,
Dock A,1163,80,0,29,
Dock B,1163,54,26,29,
Dock B,1164,53,27,29,
Dock B,1167,52,28,29,
Bicycle D,1168,79,1,29,
Dock D,1168,80,0,29,
Dock C,1170,61,19,29,
Dock B,1170,53,27,29,
Bicycle C,1170,60,20,29,
Dock B,1170,52,28,29,
Dock C,1172,61,19,29,
Dock C,1173,62,18,29,
Bicycle A,1173,79,1,29,
Dock A,1173,80,0,29,
Bicycle A,1174,79,1,29,
Dock A,1174,80,0,29,
Dock B,1179,53,27,29,
Dock C,1181,63,17,29,
Bicycle C,1182,62,18,29,
Bicycle D,1182,79,1,29,
Dock D,1182,80,0,29,
Dock B,1182,52,28,29,
Bicycle D,1182,79,1,29,
Dock D,1182,80,0,29,
Bicycle C,1182,61,19,29,
Dock B,1183,53,27,29,
Dock B,1183,52,28,29,
Bicycle D,1184,79,1,29,
Dock D,1184,80,0,29,
Bicycle A,1185,79,1,29,
Dock A,1185,80,0,29,
Dock C,1188,62,18,29,
Bicycle A,1188,79,1,29,
Dock A,1188,80,0,29,
Dock C,1189,63,17,29,
Bicycle C,1190,62,18,29,
Dock B,1191,53,27,29,
Dock B,1192,52,28,29,
Dock B,1193,51,29,29,
Dock B,1197,52,28,29,
Bicycle D,1198,79,1,29,
Dock D,1198,80,0,29,
Dock C,1198,63,17,29,
Bicycle A,1199,79,1,29,
Dock A,1199,80,0,29,
Bicycle C,1199,62,18,29,
Bicycle C,1200,61,19,29,
Dock B,1201,51,29,29,
Dock C,1201,62,18,29,
Bicycle A,1202,79,1,29,
Dock A,1202,80,0,29,
Bicycle C,1204,61,19,29,
Dock B,1206,52,28,29,
Dock B,1207,53,27,29,
Dock C,1208,62,18,29,
Dock B,1208,52,28,29,
Bicycle D,1210,79,1,29,
Dock D,1210,80,0,29,
Dock B,1215,51,29,29,
Bicycle C,1215,61,19,29,
Bicycle D,1216,79,1,29,
Dock D,1216,80,0,29,
Bicycle C,1216,60,20,29,
Dock C,1216,61,19,29,
Dock B,1216,50,30,29,
Bicycle D,1219,79,1,29,
Dock D,1219,80,0,29,
Bicycle A,1220,79,1,29,
Dock A,1220,80,0,29,
Bicycle C,1220,60,20,29,
Dock B,1221,49,31,29,
Dock C,1222,61,19,29,
Dock C,1223,62,18,29,
Bicycle C,1223,61,19,29,
Dock B,1227,50,30,29,
Dock C,1229,62,18,29,
Bicycle C,1231,61,19,29,
Bicycle A,1232,79,1,29,
Dock A,1232,80,0,29,
Dock B,1233,49,31,29,
Dock B,1235,48,32,29,
Bicycle A,1235,79,1,29,
Dock A,1235,80,0,29,
Bicycle A,1235,79,1,29,
Dock A,1235,80,0,29,
Bicycle C,1235,60,20,29,
Dock B,1236,47,33,29,
Dock B,1237,48,32,29,
Dock B,1239,47,33,29,
Dock C,1240,61,19,29,
Dock B,1240,48,32,29,
Bicycle A,1241,79,1,29,
Dock B,1242,49,31,29,
Bicycle C,1243,60,20,29,
Bicycle C,1244,59,21,29,
Bicycle D,1245,79,1,29,
Dock D,1245,80,0,29,
Dock C,1245,60,20,29,
Dock C,1246,61,19,29,
Bicycle A,1246,78,2,29,
Dock C,1247,62,18,29,
Bicycle C,1247,61,19,29,
Bicycle D,1248,79,1,29,
Dock D,1248,80,0,29,
Dock B,1248,50,30,29,
Bicycle D,1250,79,1,29,
Dock D,1250,80,0,29,
Dock A,1250,79,1,29,
Dock A,1250,80,0,29,
Bicycle C,1251,60,20,29,
Bicycle C,1253,59,21,29,
Bicycle A,1254,79,1,29,
Dock A,1254,80,0,29,
Dock B,1255,51,29,29,
Bicycle A,1255,79,1,29,
Dock B,1258,50,30,29,
Dock B,1259,51,29,29,
Dock B,1260,50,30,29,
Dock B,1262,51,29,29,
Dock B,1263,50,30,29,
Bicycle A,1263,78,2,29,
Bicycle A,1265,77,3,29,
Bicycle A,1265,76,4,29,
Bicycle A,1266,75,5,29,
Dock C,1267,60,20,29,
Bicycle A,1267,74,6,29,
Dock B,1268,49,31,29,
Bicycle A,1269,73,7,29,
Dock C,1269,61,19,29,
Dock C,1270,62,18,29,
Dock B,1270,48,32,29,
Dock B,1270,47,33,29,
Dock B,1271,48,32,29,
Dock B,1271,49,31,29,
Dock B,1272,50,30,29,
Dock B,1273,51,29,29,
Dock B,1273,52,28,29,
Bicycle C,1273,61,19,29,
Dock B,1274,51,29,29,
Dock B,1274,52,28,29,
Dock C,1276,62,18,29,
Dock C,1276,63,17,29,
Bicycle D,1280,79,1,29,
Dock D,1280,80,0,29,
Bicycle A,1281,72,8,29,
Dock C,1282,64,16,29,
Dock C,1282,65,15,29,
Bicycle D,1283,79,1,29,
Dock D,1283,80,0,29,
Bicycle A,1283,71,9,29,
Dock A,1283,72,8,29,
Bicycle C,1283,64,16,29,
Bicycle D,1283,79,1,29,
Dock D,1283,80,0,29,
Dock A,1285,73,7,29,
Dock A,1286,74,6,29,
Dock B,1287,51,29,29,
Bicycle C,1288,63,17,29,
Dock B,1290,52,28,29,
Bicycle A,1292,73,7,29,
Dock B,1293,53,27,29,
Bicycle A,1293,72,8,29,
Dock C,1295,64,16,29,
Bicycle D,1295,79,1,29,
Dock D,1295,80,0,29,
Dock B,1296,52,28,29,
Dock B,1297,53,27,29,
Dock B,1297,54,26,29,
Dock B,1297,53,27,29,
Dock A,1298,73,7,29,
Bicycle C,1301,63,17,29,
Bicycle C,1301,62,18,29,
Bicycle D,1302,79,1,29,
Dock D,1302,80,0,29,
Dock B,1303,52,28,29,
Dock C,1303,63,17,29,
Dock A,1304,74,6,29,
Bicycle A,1305,73,7,29,
Dock B,1305,51,29,29,
Bicycle D,1305,79,1,29,
Dock D,1305,80,0,29,
Dock C,1306,64,16,29,
Bicycle A,1306,72,8,29,
Bicycle A,1307,71,9,29,
Bicycle A,1308,70,10,29,
Dock A,1308,71,9,29,
Bicycle A,1310,70,10,29,
Dock B,1311,52,28,29,
Bicycle A,1311,69,11,29,
Dock B,1311,53,27,29,
Dock C,1311,65,15,29,
Bicycle D,1312,79,1,29,
Dock D,1312,80,0,29,
Bicycle C,1312,64,16,29,
Bicycle A,1313,68,12,29,
Dock C,1313,65,15,29,
Bicycle A,1314,67,13,29,
Dock B,1314,54,26,29,
Dock B,1314,55,25,29,
Bicycle C,1314,64,16,29,
Dock A,1315,68,12,29,
Dock B,1315,56,24,29,
Dock B,1318,57,23,29,
Dock B,1318,58,22,29,
Dock B,1318,57,23,29,
Dock B,1318,58,22,29,
Bicycle A,1320,67,13,29,
Dock B,1322,57,23,29,
Bicycle D,1325,79,1,29,
Dock D,1325,80,0,29,
Dock B,1326,58,22,29,
Bicycle D,1327,79,1,29,
Dock D,1327,80,0,29,
Dock C,1327,65,15,29,
Dock A,1327,68,12,29,
Dock C,1328,66,14,29,
Bicycle C,1329,65,15,29,
Dock A,1329,69,11,29,
Dock B,1332,57,23,29,
Bicycle D,1335,79,1,29,
Dock D,1335,80,0,29,
Bicycle A,1336,68,12,29,
Dock B,1338,56,24,29,
Bicycle A,1338,67,13,29,
Dock C,1339,66,14,29,
Dock A,1339,68,12,29,
Bicycle D,1340,79,1,29,
Dock D,1340,80,0,29,
Dock B,1341,55,25,29,
Dock B,1341,56,24,29,
Dock A,1342,69,11,29,
Dock B,1343,55,25,29,
Dock C,1343,67,13,29,
Dock B,1344,56,24,29,
Bicycle D,1347,79,1,29,
Dock D,1347,80,0,29,
Dock B,1347,55,25,29,
Dock C,1347,68,12,29,
Dock B,1347,54,26,29,
Bicycle A,1348,68,12,29,
Dock A,1350,69,11,29,
Dock C,1352,69,11,29,
Dock C,1353,70,10,29,
Bicycle A,1353,68,12,29,
Bicycle D,1353,79,1,29,
Dock D,1353,80,0,29,
Bicycle A,1354,67,13,29,
Dock B,1355,55,25,29,
Dock C,1355,71,9,29,
Bicycle D,1356,79,1,29,
Dock D,1356,80,0,29,
Dock A,1357,68,12,29,
Dock B,1358,56,24,29,
Dock A,1359,69,11,29,
Dock B,1359,57,23,29,
Bicycle C,1359,70,10,29,
Bicycle A,1362,68,12,29,
Bicycle A,1364,67,13,29,
Bicycle C,1364,69,11,29,
Bicycle C,1365,68,12,29,
Bicycle C,1366,67,13,29,
Bicycle A,1369,66,14,29,
Dock B,1369,58,22,29,
Bicycle A,1370,65,15,29,
Dock B,1370,57,23,29,
Dock B,1372,58,22,29,
Bicycle C,1372,66,14,29,
Dock B,1373,59,21,29,
Bicycle A,1374,64,16,29,
Dock B,1375,60,20,29,
Bicycle A,1375,63,17,29,
Dock C,1376,67,13,29,
Bicycle C,1377,66,14,29,
Bicycle C,1378,65,15,29,
Bicycle D,1378,79,1,29,
Dock D,1378,80,0,29,
Bicycle C,1378,64,16,29,
Bicycle C,1380,63,17,29,
Dock B,1381,61,19,29,
Dock B,1381,62,18,29,
Dock B,1381,61,19,29,
Dock A,1381,64,16,29,
Dock B,1385,60,20,29,
Bicycle C,1387,62,18,29,
Dock C,1388,63,17,29,
Bicycle A,1390,63,17,29,
Bicycle D,1390,79,1,29,
Dock D,1390,80,0,29,
Bicycle A,1390,62,18,29,
Dock C,1391,64,16,29,
Dock A,1393,63,17,29,
Bicycle C,1395,63,17,29,
Dock B,1396,61,19,29,
Dock B,1397,62,18,29,
Bicycle C,1399,62,18,29,
Dock B,1400,61,19,29,
Bicycle C,1401,61,19,29,
Bicycle D,1404,79,1,29,
Dock D,1404,80,0,29,
Bicycle C,1404,60,20,29,
Dock B,1404,60,20,29,
Dock A,1407,64,16,29,
Bicycle D,1409,79,1,29,
Dock D,1409,80,0,29,
Dock C,1410,61,19,29,
Dock B,1410,59,21,29,
Dock B,1411,58,22,29,
Dock C,1411,62,18,29,
Dock A,1412,65,15,29,
Bicycle A,1413,64,16,29,
Bicycle A,1415,63,17,29,
Bicycle D,1417,79,1,29,
Dock D,1417,80,0,29,
Dock B,1418,57,23,29,
Dock C,1418,63,17,29,
Bicycle C,1418,62,18,29,
Dock B,1418,58,22,29,
Dock B,1419,57,23,29,
Dock A,1419,64,16,29,
Dock B,1420,56,24,29,
Dock C,1421,63,17,29,
Dock B,1422,55,25,29,
Bicycle C,1423,62,18,29,
Dock B,1425,56,24,29,
Dock C,1426,63,17,29,
Bicycle A,1426,63,17,29,
Dock C,1427,64,16,29,
Dock C,1427,65,15,29,
Dock C,1429,66,14,29,
Dock B,1431,57,23,29,
Bicycle C,1434,65,15,29,
Bicycle C,1440,64,16,29,
Bicycle C,1441,63,17,29,
Bicycle C,1441,62,18,29,
Dock B,1442,56,24,29,
Bicycle C,1442,61,19,29,
Bicycle A,1442,62,18,29,
Bicycle D,1444,79,1,29,
Dock D,1444,80,0,29,
Bicycle D,1447,79,1,29,
Dock D,1447,80,0,29,
Bicycle C,1447,60,20,29,
Bicycle C,1448,59,21,29,
Bicycle A,1448,61,19,29,
Dock A,1448,62,18,29,
Dock B,1448,55,25,29,
Dock B,1449,56,24,29,
Dock A,1449,63,17,29,
Bicycle C,1450,58,22,29,
Dock C,1450,59,21,29,
Dock B,1450,55,25,29,
Bicycle C,1451,58,22,29,
Bicycle D,1452,79,1,29,
Dock D,1452,80,0,29,
Dock C,1455,59,21,29,
Dock B,1455,54,26,29,
Dock C,1456,60,20,29,
Dock A,1456,64,16,29,
Bicycle C,1457,59,21,29,
Dock B,1457,55,25,29,
Bicycle A,1457,63,17,29,
Bicycle A,1458,62,18,29,
Bicycle C,1458,58,22,29,
Bicycle C,1461,57,23,29,
Dock B,1463,56,24,29,
Dock B,1463,57,23,29,
Dock B,1464,56,24,29,
Bicycle C,1466,56,24,29,
Bicycle A,1466,61,19,29,
Bicycle D,1467,79,1,29,
Dock D,1467,80,0,29,
Dock C,1467,57,23,29,
Bicycle D,1468,79,1,29,
Dock D,1468,80,0,29,
Dock A,1470,62,18,29,
Dock B,1470,57,23,29,
Dock A,1470,63,17,29,
Dock C,1471,58,22,29,
Dock B,1474,56,24,29,
Bicycle A,1475,62,18,29,
Bicycle C,1476,57,23,29,
Bicycle C,1477,56,24,29,
Dock B,1479,57,23,29,
Bicycle D,1482,79,1,29,
Dock D,1482,80,0,29,
Dock C,1483,57,23,29,
Bicycle A,1484,61,19,29,
Dock B,1484,56,24,29,
Bicycle C,1484,56,24,29,
Dock A,1485,62,18,29,
Bicycle C,1487,55,25,29,
Dock B,1489,57,23,29,
Bicycle C,1489,54,26,29,
Dock B,1490,56,24,29,
Dock C,1490,55,25,29,
Dock B,1493,55,25,29,
Dock B,1493,54,26,29,
Bicycle D,1494,79,1,29,
Dock D,1494,80,0,29,
Bicycle D,1494,79,1,29,
Dock D,1494,80,0,29,
Dock B,1494,53,27,29,
Dock C,1496,56,24,29,
Dock A,1497,63,17,29,
Bicycle A,1497,62,18,29,
Dock A,1497,63,17,29,
Bicycle A,1498,62,18,29,
Bicycle A,1499,61,19,29,
Dock C,1499,57,23,29,
Bicycle A,1500,60,20,29,
Dock C,1501,58,22,29,
Dock B,1503,54,26,29,
Bicycle C,1503,57,23,29,
Dock C,1503,58,22,29,
Dock B,1504,55,25,29,
Bicycle C,1505,57,23,29,
Dock B,1505,56,24,29,
Bicycle A,1506,59,21,29,
Dock B,1506,55,25,29,
Dock B,1508,54,26,29,
Dock B,1510,55,25,29,
Bicycle C,1511,56,24,29,
Dock B,1511,56,24,29,
Dock C,1511,57,23,29,
Dock C,1514,58,22,29,
Bicycle A,1518,58,22,29,
Dock B,1519,55,25,29,
Bicycle D,1522,79,1,29,
Dock D,1522,80,0,29,
Bicycle C,1524,57,23,29,
Dock A,1525,59,21,29,
Dock B,1526,56,24,29,
Bicycle A,1526,58,22,29,
Bicycle D,1527,79,1,29,
Dock D,1527,80,0,29,
Bicycle D,1527,79,1,29,
Dock D,1527,80,0,29,
Bicycle C,1528,56,24,29,
Dock C,1528,57,23,29,
Bicycle D,1529,79,1,29,
Dock D,1529,80,0,29,
Dock A,1530,59,21,29,
Bicycle C,1530,56,24,29,
Bicycle C,1531,55,25,29,
Dock A,1531,60,20,29,
Dock B,1532,55,25,29,
Dock A,1532,61,19,29,
Bicycle C,1533,54,26,29,
Dock B,1533,56,24,29,
Bicycle A,1536,60,20,29,
Bicycle C,1537,53,27,29,
Dock B,1538,55,25,29,
Dock C,1539,54,26,29,
Bicycle C,1540,53,27,29,
Bicycle C,1540,52,28,29,
Dock B,1541,56,24,29,
Bicycle D,1542,79,1,29,
Dock D,1542,80,0,29,
Bicycle C,1543,51,29,29,
Dock C,1545,52,28,29,
Dock A,1547,61,19,29,
Dock B,1550,55,25,29,
Bicycle D,1551,79,1,29,
Dock D,1551,80,0,29,
Bicycle D,1553,79,1,29,
Dock D,1553,80,0,29,
Bicycle A,1553,60,20,29,
Bicycle A,1554,59,21,29,
Dock B,1555,54,26,29,
Dock A,1555,60,20,29,
Bicycle D,1556,79,1,29,
Dock D,1556,80,0,29,
Bicycle C,1556,51,29,29,
Dock A,1557,61,19,29,
Dock C,1557,52,28,29,
Bicycle A,1558,60,20,29,
Dock A,1559,61,19,29,
Dock B,1560,53,27,29,
Dock B,1560,54,26,29,
Dock B,1561,55,25,29,
Dock C,1561,53,27,29,
Bicycle A,1563,60,20,29,
Dock B,1565,56,24,29,
Bicycle A,1565,59,21,29,
Dock B,1566,55,25,29,
Dock B,1568,56,24,29,
Dock C,1569,54,26,29,
Bicycle D,1571,79,1,29,
Dock D,1571,80,0,29,
Dock B,1573,57,23,29,
Dock C,1573,55,25,29,
Dock A,1573,60,20,29,
Bicycle A,1574,59,21,29,
Bicycle A,1575,58,22,29,
Dock B,1576,56,24,29,
Bicycle C,1577,54,26,29,
Bicycle C,1578,53,27,29,
Bicycle A,1580,57,23,29,
Bicycle D,1581,79,1,29,
Dock D,1581,80,0,29,
Dock B,1581,57,23,29,
Dock A,1583,58,22,29,
Dock B,1584,58,22,29,
Dock C,1585,54,26,29,
Dock B,1586,59,21,29,
Dock B,1586,58,22,29,
Bicycle C,1587,53,27,29,
Bicycle A,1587,57,23,29,
Dock B,1588,57,23,29,
Bicycle A,1588,56,24,29,
Bicycle D,1590,79,1,29,
Dock D,1590,80,0,29,
Dock B,1592,58,22,29,
Dock B,1593,57,23,29,
Bicycle A,1593,55,25,29,
Dock A,1595,56,24,29,
Bicycle C,1596,52,28,29,
Dock B,1596,58,22,29,
Dock B,1596,57,23,29,
Dock C,1596,53,27,29,
Bicycle C,1597,52,28,29,
Dock C,1598,53,27,29,
Dock C,1602,54,26,29,
Dock B,1603,58,22,29,
Dock C,1605,55,25,29,
Dock B,1607,57,23,29,
Bicycle D,1607,79,1,29,
Dock D,1607,80,0,29,
Dock A,1610,57,23,29,
Bicycle D,1611,79,1,29,
Dock D,1611,80,0,29,
Dock B,1612,56,24,29,
Dock A,1615,58,22,29,
Dock C,1616,56,24,29,
Bicycle D,1617,79,1,29,
Dock D,1617,80,0,29,
Bicycle D,1619,79,1,29,
Dock D,1619,80,0,29,
Dock C,1619,57,23,29,
Dock B,1619,55,25,29,
Dock A,1619,59,21,29,
Dock B,1619,54,26,29,
Bicycle C,1620,56,24,29,
Dock A,1622,60,20,29,
Dock B,1622,53,27,29,
Bicycle D,1623,79,1,29,
Dock D,1623,80,0,29,
Dock B,1624,52,28,29,
Bicycle C,1624,55,25,29,
Bicycle A,1625,59,21,29,
Bicycle C,1625,54,26,29,
Dock B,1625,51,29,29,
Dock C,1626,55,25,29,
Dock A,1626,60,20,29,
Dock C,1627,56,24,29,
Bicycle A,1629,59,21,29,
Dock C,1629,57,23,29,
Dock B,1630,52,28,29,
Bicycle D,1631,79,1,29,
Dock D,1631,80,0,29,
Dock C,1632,58,22,29,
Dock B,1632,51,29,29,
Dock A,1634,60,20,29,
Bicycle C,1635,57,23,29,
Bicycle C,1636,56,24,29,
Dock C,1637,57,23,29,
Bicycle C,1638,56,24,29,
Dock B,1638,52,28,29,
Dock C,1640,57,23,29,
Bicycle A,1642,59,21,29,
Bicycle D,1644,79,1,29,
Dock D,1644,80,0,29,
Dock B,1644,51,29,29,
Bicycle C,1644,56,24,29,
Bicycle A,1646,58,22,29,
Dock A,1646,59,21,29,
Bicycle A,1648,58,22,29,
Dock B,1648,52,28,29,
Bicycle D,1649,79,1,29,
Dock D,1649,80,0,29,
Bicycle A,1649,57,23,29,
Bicycle C,1651,55,25,29,
Dock B,1651,51,29,29,
Dock C,1651,56,24,29,
Dock A,1652,58,22,29,
Bicycle C,1652,55,25,29,
Dock B,1653,52,28,29,
Dock B,1655,53,27,29,
Dock B,1657,54,26,29,
Dock C,1658,56,24,29,
Bicycle D,1660,79,1,29,
Dock D,1660,80,0,29,
Bicycle A,1661,57,23,29,
Dock B,1662,53,27,29,
Dock A,1663,58,22,29,
Bicycle C,1666,55,25,29,
Bicycle C,1666,54,26,29,
Dock B,1667,54,26,29,
Dock B,1668,53,27,29,
Dock C,1668,55,25,29,
Bicycle A,1668,57,23,29,
Dock B,1670,52,28,29,
Bicycle A,1673,56,24,29,
Bicycle A,1674,55,25,29,
Dock B,1674,53,27,29,
Dock C,1675,56,24,29,
Dock B,1675,52,28,29,
Bicycle C,1678,55,25,29,
Dock B,1678,53,27,29,
Bicycle C,1679,54,26,29,
Dock B,1679,52,28,29,
Dock B,1680,53,27,29,
Bicycle C,1680,53,27,29,
Bicycle D,1680,79,1,29,
Dock D,1680,80,0,29,
Dock C,1682,54,26,29,
Dock A,1683,56,24,29,
Bicycle A,1683,55,25,29,
Dock B,1684,52,28,29,
Bicycle C,1684,53,27,29,
Dock C,1685,54,26,29,
Dock B,1686,51,29,29,
Dock C,1688,55,25,29,
Dock B,1689,52,28,29,
Bicycle D,1690,79,1,29,
Dock D,1690,80,0,29,
Bicycle A,1691,54,26,29,
Bicycle A,1692,53,27,29,
Dock A,1694,54,26,29,
Dock B,1695,51,29,29,
Bicycle C,1695,54,26,29,
Dock C,1695,55,25,29,
Bicycle D,1695,79,1,29,
Dock D,1695,80,0,29,
Dock C,1696,56,24,29,
Dock B,1697,52,28,29,
Dock A,1698,55,25,29,
Dock B,1699,53,27,29,
Bicycle A,1700,54,26,29,
Bicycle C,1702,55,25,29,
Dock B,1703,52,28,29,
Dock C,1703,56,24,29,
Dock B,1705,53,27,29,
Bicycle C,1705,55,25,29,
Bicycle A,1707,53,27,29,
Bicycle C,1709,54,26,29,
Bicycle C,1709,53,27,29,
Bicycle A,1709,52,28,29,
Dock C,1710,54,26,29,
Bicycle D,1711,79,1,29,
Dock D,1711,80,0,29,
Bicycle C,1711,53,27,29,
Bicycle D,1711,79,1,29,
Dock D,1711,80,0,29,
Bicycle C,1712,52,28,29,
Dock B,1713,54,26,29,
Dock A,1714,53,27,29,
Dock B,1714,53,27,29,
Dock A,1714,54,26,29,
Dock B,1715,54,26,29,
Bicycle D,1715,79,1,29,
Dock D,1715,80,0,29,
Dock B,1716,53,27,29,
Dock B,1716,52,28,29,
Dock A,1719,55,25,29,
Dock B,1719,51,29,29,
Dock B,1720,50,30,29,
Bicycle C,1720,51,29,29,
Dock B,1720,49,31,29,
Dock C,1720,52,28,29,
Dock C,1722,53,27,29,
Dock C,1723,54,26,29,
Bicycle A,1723,54,26,29,
Bicycle D,1724,79,1,29,
Dock D,1724,80,0,29,
Bicycle A,1726,53,27,29,
Dock C,1727,55,25,29,
Dock A,1727,54,26,29,
Dock B,1728,50,30,29,
Dock C,1728,56,24,29,
Bicycle D,1729,79,1,29,
Dock D,1729,80,0,29,
Dock C,1729,57,23,29,
Bicycle C,1731,56,24,29,
Dock A,1731,55,25,29,
Dock B,1732,51,29,29,
Dock B,1733,50,30,29,
Bicycle D,1734,79,1,29,
Dock D,1734,80,0,29,
Bicycle C,1734,55,25,29,
Dock A,1737,56,24,29,
Bicycle D,1737,79,1,29,
Dock D,1737,80,0,29,
Dock A,1740,57,23,29,
Dock C,1741,56,24,29,
Bicycle C,1742,55,25,29,
Bicycle D,1742,79,1,29,
Dock D,1742,80,0,29,
Bicycle C,1742,54,26,29,
Bicycle D,1743,79,1,29,
Dock D,1743,80,0,29,
Dock A,1744,58,22,29,
Bicycle D,1745,79,1,29,
Dock D,1745,80,0,29,
Dock A,1746,59,21,29,
Bicycle A,1747,58,22,29,
Dock B,1747,49,31,29,
Bicycle A,1748,57,23,29,
Dock A,1749,58,22,29,
Bicycle A,1752,57,23,29,
Dock B,1754,50,30,29,
Bicycle A,1754,56,24,29,
Bicycle C,1754,53,27,29,
Dock B,1754,49,31,29,
Dock C,1755,54,26,29,
Dock B,1755,50,30,29,
Bicycle C,1755,53,27,29,
Bicycle D,1757,79,1,29,
Dock D,1757,80,0,29,
Bicycle C,1758,52,28,29,
Bicycle C,1758,51,29,29,
Bicycle D,1759,79,1,29,
Dock D,1759,80,0,29,
Dock A,1760,57,23,29,
Dock C,1760,52,28,29,
Dock B,1760,51,29,29,
Dock B,1760,52,28,29,
Dock A,1762,58,22,29,
Bicycle A,1762,57,23,29,
Bicycle A,1764,56,24,29,
Dock B,1764,51,29,29,
Bicycle A,1765,55,25,29,
Bicycle A,1768,54,26,29,
Dock B,1768,52,28,29,
Dock B,1768,53,27,29,
Dock B,1770,54,26,29,
Dock C,1771,53,27,29,
Bicycle C,1772,52,28,29,
Bicycle D,1773,79,1,29,
Dock D,1773,80,0,29,
Bicycle A,1774,53,27,29,
Bicycle A,1774,52,28,29,
Dock B,1774,55,25,29,
Bicycle A,1774,51,29,29,
Dock A,1776,52,28,29,
Bicycle D,1777,79,1,29,
Dock D,1777,80,0,29,
Dock B,1779,56,24,29,
Dock A,1779,53,27,29,
Bicycle A,1780,52,28,29,
Dock B,1780,55,25,29,
Dock B,1781,56,24,29,
Bicycle D,1781,79,1,29,
Dock D,1781,80,0,29,
Dock B,1782,57,23,29,
Dock A,1784,53,27,29,
Dock C,1787,53,27,29,
Dock B,1787,58,22,29,
Bicycle C,1787,52,28,29,
Bicycle C,1788,51,29,29,
Bicycle C,1788,50,30,29,
Bicycle A,1789,52,28,29,
Dock B,1790,57,23,29,
Bicycle D,1791,79,1,29,
Dock D,1791,80,0,29,
Bicycle A,1792,51,29,29,
Dock B,1794,56,24,29,
Bicycle C,1794,49,31,29,
Dock A,1794,52,28,29,
Dock B,1796,57,23,29,
Dock B,1796,56,24,29,
Dock C,1798,50,30,29,
Dock B,1798,57,23,29,
Dock C,1800,51,29,29,
Bicycle A,1800,51,29,29,
Dock B,1802,56,24,29,
Bicycle C,1803,50,30,29,
Bicycle D,1804,79,1,29,
Dock D,1804,80,0,29,
Bicycle A,1804,50,30,29,
Dock B,1804,55,25,29,
Bicycle A,1805,49,31,29,
Bicycle A,1806,48,32,29,
Dock B,1806,56,24,29,
Dock C,1807,51,29,29,
Dock A,1807,49,31,29,
Dock B,1808,57,23,29,
Bicycle D,1809,79,1,29,
Dock D,1809,80,0,29,
Dock C,1811,52,28,29,
Bicycle C,1811,51,29,29,
Dock B,1811,58,22,29,
Dock C,1812,52,28,29,
Dock B,1813,57,23,29,
Dock A,1813,50,30,29,
Bicycle A,1813,49,31,29,
Bicycle C,1814,51,29,29,
Dock B,1814,58,22,29,
Dock B,1820,57,23,29,
Dock B,1820,58,22,29,
Dock C,1821,52,28,29,
Bicycle D,1822,79,1,29,
Dock D,1822,80,0,29,
Dock B,1826,57,23,29,
Dock A,1826,50,30,29,
Bicycle C,1827,51,29,29,
Dock C,1828,52,28,29,
Dock B,1828,56,24,29,
Bicycle D,1830,79,1,29,
Dock D,1830,80,0,29,
Bicycle D,1833,79,1,29,
Dock D,1833,80,0,29,
Bicycle D,1833,79,1,29,
Dock D,1833,80,0,29,
Bicycle C,1834,51,29,29,
Dock A,1835,51,29,29,
Dock C,1835,52,28,29,
Bicycle A,1835,50,30,29,
Bicycle C,1835,51,29,29,
Bicycle C,1835,50,30,29,
Dock A,1836,51,29,29,
Dock C,1836,51,29,29,
Dock A,1836,52,28,29,
Dock B,1840,55,25,29,
Bicycle A,1841,51,29,29,
Dock B,1841,56,24,29,
Bicycle A,1841,50,30,29,
Bicycle C,1846,50,30,29,
Dock B,1847,55,25,29,
Dock B,1848,54,26,29,
Dock B,1849,53,27,29,
Dock B,1849,54,26,29,
Dock C,1849,51,29,29,
Dock B,1850,53,27,29,
Bicycle C,1850,50,30,29,
Dock B,1851,52,28,29,
Dock B,1851,51,29,29,
Dock B,1852,52,28,29,
Dock B,1853,51,29,29,
Bicycle A,1853,49,31,29,
Bicycle D,1854,79,1,29,
Dock D,1854,80,0,29,
Bicycle C,1854,49,31,29,
Dock C,1855,50,30,29,
Dock C,1856,51,29,29,
Bicycle A,1856,48,32,29,
Dock A,1857,49,31,29,
Bicycle C,1857,50,30,29,
Dock C,1857,51,29,29,
Bicycle A,1857,48,32,29,
Dock C,1858,52,28,29,
Dock C,1859,53,27,29,
Dock B,1859,50,30,29,
Dock C,1860,54,26,29,
Bicycle C,1860,53,27,29,
Dock B,1861,51,29,29,
Dock B,1862,52,28,29,
Dock C,1863,54,26,29,
Dock B,1863,53,27,29,
Bicycle A,1863,47,33,29,
Bicycle A,1865,46,34,29,
Dock B,1865,52,28,29,
Bicycle C,1865,53,27,29,
Bicycle D,1866,79,1,29,
Dock D,1866,80,0,29,
Bicycle A,1866,45,35,29,
